roc_auc,pr_auc,precision,recall,f1,threshold,n_test,positive_rate_test,confusion_matrix
0.8174821777676939,0.4090840901202267,0.3308933933933934,0.5945034564154443,0.4251522276481582,0.6027570962905884,51070,0.11613471705502251,"[[38009, 7130], [2405, 3526]]"
